FIPS,MONTH,TMAX,TMIN,PRCP,YEAR,W_KEY
37001,01,50.63041474654379,28.870814132104417,57.52000000000001,9999,0
37001,02,54.723777403035406,31.526812816188873,51.46000000000002,9999,1
37001,03,62.49523809523812,38.152688172042986,75.8,9999,2
37001,04,72.52888888888891,47.523650793650766,76.75000000000003,9999,3
37001,05,79.61490015360985,56.51966205837174,69.98000000000003,9999,4
37001,06,86.79984126984127,64.67555555555558,88.27000000000002,9999,5
37001,07,89.2562211981567,68.3150537634409,94.45000000000007,9999,6
37001,08,88.07066052227341,67.21797235023047,84.70000000000005,9999,7
37001,09,81.75983739837395,60.96813008130078,99.85000000000012,9999,8
37001,10,71.93774193548388,48.241774193548316,60.449999999999974,9999,9
37001,11,62.5536666666666,37.73299999999993,64.91999999999997,9999,10
37001,12,53.63435483870966,32.121612903225795,65.28000000000006,9999,11
37003,01,50.38248847926264,29.50322580645163,64.25000000000003,9999,12
37003,02,54.57993254637433,32.51231028667792,57.06999999999994,9999,13
37003,03,62.08187403993864,39.12780337941629,77.11000000000001,9999,14
37003,04,71.5246031746032,47.911428571428516,82.85999999999994,9999,15
37003,05,78.78955453149003,56.4549923195084,77.71000000000002,9999,16
37003,06,85.76904761904763,64.61603174603175,80.01000000000003,9999,17
37003,07,87.97849462365598,67.82227342549922,91.8400000000001,9999,18
37003,08,87.17588325652848,67.14715821812607,88.83,9999,19
37003,09,81.09593495934959,61.02959349593487,82.77000000000004,9999,20
37003,10,71.17419354838714,48.812741935483935,61.92000000000003,9999,21
37003,11,61.73033333333336,38.45733333333334,67.86999999999996,9999,22
37003,12,52.979032258064514,32.74290322580644,77.55000000000003,9999,23
37005,01,44.27680491551459,24.000000000000007,57.55000000000002,9999,24
37005,02,48.21045531197302,26.914502529510962,54.71999999999997,9999,25
37005,03,56.32150537634413,33.72657450076807,66.82000000000001,9999,26
37005,04,66.65396825396829,42.961587301587315,77.13000000000001,9999,27
37005,05,74.03870967741939,51.53317972350228,73.46000000000002,9999,28
37005,06,80.74603174603179,59.299523809523876,76.7700000000001,9999,29
37005,07,82.82427035330261,62.646390168970775,98.73000000000009,9999,30
37005,08,82.05115207373268,61.80583717357913,82.58,9999,31
37005,09,76.1982113821139,55.47902439024388,71.37999999999998,9999,32
37005,10,66.2556451612903,44.078064516129025,55.56000000000001,9999,33
37005,11,56.48633333333334,34.000333333333366,62.21999999999993,9999,34
37005,12,47.24435483870969,27.712903225806485,63.35000000000002,9999,35
37007,01,54.23149001536095,32.086635944700475,62.60999999999998,9999,36
37007,02,58.26003372681285,34.99797639123105,53.92000000000003,9999,37
37007,03,65.64854070660515,41.11351766513057,66.40000000000002,9999,38
